uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
7254,something wicked way comes oo,0,2,0,1,0
7255,quote day sex weapon girls use defeat us random primary school boys sitting behind bus lol,0,3,0,0,0
7256,sooo screwed promos good bye je life,0,1,1,1,0
7257,got loads naturally white hair easily fatigued suffer occasional backache growing nice round tummy apparently im getting old,0,0,0,3,1
7258,way early saturday heading work,0,0,0,3,1
7259,relaxing chapel ridge poolcall would like join 2526463927,0,0,0,3,1
7260,know,0,2,1,0,0
7261,bad day,0,1,0,2,1
7262,wont far ever call meant anyone ever loved taught trust say youths,0,2,0,1,0
7263,moving day,0,2,0,1,0
7264,really fin upset,0,1,0,2,1
7265,gonna alright tonight night,0,2,0,1,0
7266,asshole sideswiped car,0,1,0,2,1
7267,beach,0,1,1,1,0
7268,work,0,1,0,2,1
7269,mic,2,0,1,0,0
7270,hoping tomorrow better today,0,3,0,0,0
7271,mic seafood festival time good music good food great friends,0,0,0,3,1
7272,amazing weekend time get work done,0,3,0,0,0
7273,today got much better,0,2,1,0,0
7274,got job,0,0,0,3,1
7275,jealous everyone already thanksgiving break,0,2,0,1,0
7276,ill take,0,2,1,0,0
7277,finally gets go home tomorrow,0,0,0,3,1
7278,work morning mic bound,0,0,1,2,1
7279,interview melon,0,0,2,1,0
7280,interview eu,1,0,1,1,0
7281,stuck reality dreamunpleasant,0,2,1,0,0
7282,lets go italian,0,0,0,3,1
7283,going back homeland,0,0,0,3,1
7284,oh god dude 5 tomorrow going feel like sex propane,0,3,0,0,0
7285,asleep open eyes,0,2,0,1,0
7286,love life repeat 800s sunny day,0,1,1,1,0
7287,dwell past dream future concentrate mind present moment buddha,0,3,0,0,0
7288,driving nowhere accompanied pitterpatters rain windshield,0,1,0,2,1
7289,americans think accomplish everything quickly country thirtyminute lunches twominute football drill need slow make building relationships important building projects propane,0,3,0,0,0
7290,declare mercenary job ill get done,0,2,0,1,0
7291,wow,2,0,0,1,0
7292,back,0,0,1,2,1
7293,38 miles last week week lifting despite soar screeches muscles body hates right,0,2,1,0,0
7294,might time one last great adventure minimum 13 hour plane ride away,0,2,0,1,0
7295,cat squeaks stretches,0,2,0,1,0
7296,feeling hypnotized,0,2,1,0,0
7297,theres something cold winter nights,0,3,0,0,0
7298,born three times,0,2,0,1,0
7299,year especially fall definitely established theme seriously higher watching dark comedy may fun assure living entirely opposite experience,0,1,1,1,0
7300,goals next 11 months 1 rock fuck last 2 run 3 marathon 3 get baller law school 4 buy bow ze 5 laws vietnam cambodian anyone,0,1,0,2,1
7301,ran 18 miles,0,1,0,2,1
7302,new philosophy study get ripped fuck everything everyone else,0,3,0,0,0
7303,marathon days oo,0,2,0,1,0
7304,thanks support guys,0,3,0,0,0
7305,sit back curiously observe ride going enjoy going take somewhere inspiration lost muse,0,3,0,0,0
7306,long long long day,0,1,0,2,1
7307,going running trail bright oranges yellows,0,3,0,0,0
7308,pop rocks shit,0,1,0,2,1
7309,yay adventures,0,2,1,0,0
7310,little tanner great times current bishop,0,2,0,1,0
7311,thanks birthday love everyone,0,1,0,2,1
7312,ridiculous time holland boys propane propane needs shoes finances hike highest mountain poland,0,0,0,3,1
7313,holland baby,0,1,0,2,1
7314,real talk,0,2,0,1,0
7315,found feather sticking wendy chicken nugget least know made bird right,0,3,0,0,0
7316,guess theres still hope stranger helped today,0,3,0,0,0
7317,saw shooting star number seven eight 800s,0,3,0,0,0
7318,cafeagain doin always,0,1,0,2,1
7319,taking nap dreaming propane,0,0,1,2,1
7320,going road trip co wish luck,0,0,0,3,1
7321,looking someone watch movie withpossibly propane,0,0,1,2,1
7322,going rocky mountain dreams,0,2,0,1,0
7323,wants 22kt gold star trek commander spock card ad right,0,3,0,0,0
7324,angry cant figure get pictures super awesome colorado trip,0,3,0,0,0
7325,wants escape,0,1,0,2,1
7326,wondering anyone burbs going u weekend party younging start class,0,1,1,1,0
7327,hates sick wheres miracle cure please send find,0,0,0,3,1
7328,taking advantage dollar pitchers public house call join awesome deal,0,1,0,2,1
7329,desperately boredentertain please,0,1,0,2,1
7330,went camping canoeing weekend,0,1,0,2,1
7331,going great siu groupie,0,2,0,1,0
7332,ex bruise falling legendslargest remember ever ow,0,3,0,0,0
7333,anyone anything earlier tonight call im lonely,0,1,0,2,1
7334,cant believe shes returning u,1,2,0,0,0
7335,loving santa clause tim allen great classic,0,3,0,0,0
7336,wondering everyones tonight invite lol,0,2,0,1,0
7337,never thought helping burning gift wedding cos would terribly difficult,0,2,1,0,0
7338,woke terrible olympic news,0,3,0,0,0
7339,careful cant move,1,0,0,2,1
7340,great weekend filled tailgating wine trails lots laughs,0,2,0,1,0
7341,bored home come save,0,0,0,3,1
7342,watching obama represent chicago2016 fingers crossed tomb afternoon,0,0,0,3,1
7343,tryed buy car listed price still couldnt dont understand car industry,0,3,0,0,0
7344,admit zombieland pretty good,0,2,1,0,0
7345,bought first car 2006 madam 15000 miles kinda worrying somehow somethings gonna fall great price car someone obviously never drove,0,1,0,2,1
7346,sites look job obvious monster careerbuilder,0,0,0,3,1
7347,anyone gray wool coat remember last time saw last night pops,0,2,0,1,0
7348,loving drunk messages got tonight hilarious love friends,0,2,0,1,0
7349,8 invites give google wave write email interested part first get accounts,0,1,0,2,1
7350,left purse train yesterday given lost found makes still believe goodness people,0,1,0,2,1
7351,would love rainbow race right,0,3,0,0,0
7352,see strike u quad cam first good use thing,0,3,0,0,0
7353,u bust call cabana please,1,2,0,0,0
7354,ineligible car insurance people live great,0,0,0,3,1
7355,farmers tan,0,3,0,0,0
7356,went shower new watchdogs,0,0,0,3,1
7357,excited best holiday year thanksgiving damage inn call join festival,0,0,0,3,1
7358,ballydoyles trivia tonight call,0,2,0,1,0
7359,finds funny rule road change survival snow storm,0,2,0,1,0
7360,wondering whats happening weekend,0,2,0,1,0
7361,ballydoyle trivia tonight 9 ish call interested,0,0,0,3,1
7362,payback week everyone change profile pic throwback picture young lets fun get everyone copy paste status,0,3,0,0,0
7363,sick terrible,0,0,0,3,1
7364,heading pain tomb night better ready,1,0,0,2,1
7365,beer bong lady gentleman wisconsin river,0,2,0,1,0
7366,want play house got job want play nice house sweet house got job dont like,0,2,0,1,0
7367,beach beach beach,0,1,0,2,1
7368,,2,0,1,0,0
7369,aww feel like shit,0,0,0,3,1
7370,ahah work sooo slow,0,3,0,0,0
7371,haha poor richie richie richie,1,2,0,0,0
7372,ahah love,0,3,0,0,0
7373,work sucks,0,1,0,2,1
7374,lets fucking rage hit face,0,0,1,2,1
7375,good day ah im excited,0,1,0,2,1
7376,another double shit oh joy already,0,1,1,1,0
7377,patient person finds super annoying,0,0,0,3,1
7378,everything rain,0,3,0,0,0
7379,dont trip know ill always side keep chin smile stay positive ish oh look bright side,0,3,0,0,0
7380,canteen grill lazy dog cafe maybe ucla ink see tonight bradley,0,0,0,3,1
7381,happy halloween time celebrate,0,3,0,0,0
7382,canteen lazy dog samba universal go go go go,0,1,0,2,1
7383,come visit work im sooo bored,0,0,0,3,1
7384,partys guysare show unborn,0,2,1,0,0
7385,soooo busy work,0,2,0,1,0
7386,daytime sweet home,0,2,0,1,0
7387,busy day continues,0,2,0,1,0
7388,great america 100 isthe madness,0,1,0,2,1
7389,going florida tomorrow,0,0,0,3,1
7390,vacation florida week,0,0,0,3,1
7391,rot,2,0,0,1,0
7392,schools coming soon,0,2,0,1,0
7393,rot camp,1,1,0,1,0
7394,fin homework,0,1,0,2,1
7395,birthday today im finally 14,0,1,0,2,1
7396,first day high school,0,1,0,2,1
7397,everyone come everyone come chickfila highway screenplay come car wash wrote program carwash come get car washed,0,2,0,1,0
7398,orienteering today,0,1,1,1,0
7399,back car wash tiring,0,3,0,0,0
7400,hate christmas music,0,2,0,1,0
7401,going yet church monday,0,0,0,3,1
7402,finally got back trip,0,1,0,2,1
7403,play poker,0,3,0,0,0
7404,hahhhahaha,1,2,0,0,0
7405,chicka boom boom,0,3,0,0,0
7406,need find something meaningful,0,3,0,0,0
7407,hello chem please love,0,1,0,2,1
7408,,2,0,1,0,0
7409,wee xmas,0,3,0,0,0
7410,want sniff yur armpits,0,2,0,1,0
7411,school week,0,2,0,1,0
7412,wondering many people know united states independence day actually day published declaration independence day signed law,0,3,0,0,0
7413,wishes someone would ask wanted instead everyone tell want,0,2,0,1,0
7414,hoping week better last,0,2,0,1,0
7415,seriously wonder body decides times get sick,0,0,0,3,1
7416,excited long weekend first football game season go state,0,2,0,1,0
7417,glad week pretty much half,0,3,0,0,0
7418,two things infinite universe human stupidity im sure former einstein,0,3,0,0,0
7419,long week,0,3,0,0,0
7420,rip propane missed,0,1,2,0,0
7421,excited bought tickets zone reunion game going back relive good ol days,0,0,0,3,1
7422,cannot express glad finally friday,0,2,0,1,0
7423,su caught wolverine hit shovel painted green lol,0,3,0,0,0
7424,whats white stuff,0,3,0,0,0
7425,needs calm take things one step time remember life nobody elses,0,0,0,3,1
7426,think give new logo u probably able coach football team better richard lol seriously,0,3,0,0,0
7427,going kick ass gym better worse type masochism highly addictive,0,0,0,3,1
7428,im facebook noob,0,3,0,0,0
7429,fever 102,1,0,0,2,1
7430,going crazy editing ass files,0,3,0,0,0
7431,lion think might next mom addiction,0,2,0,1,0
7432,teach parents computers teach anyone,0,3,0,0,0
7433,whats point redirecting downloads,0,3,0,0,0
7434,much work little time,0,2,0,1,0
7435,firebox crash important times,0,3,0,0,0
7436,owl city electronica pop alternative great combination plus album actually good unlike half songs radio,0,2,0,1,0
7437,michael jackson dead world coming,0,3,0,0,0
7438,wondering bad mom since kids still watching,0,0,0,3,1
7439,may dumb question jesus heavenly brother heavenly father,0,2,1,0,0
7440,propane fool,0,2,1,0,0
7441,ready another day really hate going school,0,1,0,2,1
7442,woo twentytwo lame know day,0,0,0,3,1
7443,wants thank birthday wishes time make rounds eat good cooking,0,0,0,3,1
7444,stayed incredible pizza 5 12 yesterday im today great kidshappy birthday propane,0,0,0,3,1
7445,wishing propane happy birthday love,0,0,0,3,1
7446,wishing happy birthday bestie propane love honey hope wonderful birthday,0,0,0,3,1
7447,look back thank god look forward trust god look around serve god look within find god god closes doors man open god opens doors man close need god open doors pray report,0,0,0,3,1
7448,seem like im always online days,0,2,0,1,0
7449,beach,0,1,2,0,0
7450,girl havent seen miniseries north south bac need,0,3,0,0,0
7451,dear planes please stop crashing id like go trip ireland without dying either flight thanks propane,0,2,0,1,0
7452,walk pier blame make walk go faster come along,0,0,0,3,1
7453,yeah im american executive woo,1,1,0,1,0
7454,according japanese scientists humans glow knew,0,3,0,0,0
7455,okay fine im going im going,0,2,1,0,0
7456,ugly truth fantastic,0,3,0,0,0
7457,really im watching propane,0,2,1,0,0
7458,lovin warm windy weather backyard,0,1,0,2,1
7459,hair turning black,0,1,0,2,1
7460,read harry potter 7 cover cover day cuz,0,2,0,1,0
7461,hungered,1,0,2,0,0
7462,beach newport come join give call show,0,0,0,3,1
7463,oh god baby next door wont stop crying error,0,1,1,1,0
7464,one day im going ride horse frisian specific majestic rolling hills propane going run behind boombox blasting epic music cant wait,0,2,0,1,0
7465,sigh debuts always puts agood mood,0,3,0,0,0
7466,stimulated economy yesterday goes 100 makeup next list somewhere go dressed,0,1,0,2,1
7467,ima gonna watch break dance,0,2,1,0,0
7468,sooo essay,0,2,1,0,0
7469,tear really,0,1,0,2,1
7470,unknown fun yall crazy thinking lol,0,3,0,0,0
7471,complete season 3 4 kim possible tonight,0,3,0,0,0
7472,loves propane day 3 3 3,0,1,2,0,0
7473,tour asia burmese saturdays japanese sundays mongolian mondays thai tuesdays suggestions,0,1,0,2,1
7474,think unholy hour twice two days,0,1,0,2,1
7475,anyone place put car football game house football parking getting kicked poor thing,0,0,0,3,1
7476,eating seaweed wow thanks berkeley done,0,1,1,1,0
7477,getting howto gospel choir,0,2,1,0,0
7478,babbbbyyy youve got takes,0,3,0,0,0
7479,though propane propane amazing 3,0,2,1,0,0
7480,really propane right,0,1,1,1,0
7481,guess old profile photo,0,3,0,0,0
7482,sudden im really really excited christmas 3,0,2,0,1,0
7483,stomach wants kill,0,2,0,1,0
7484,officially nominated peace corps,1,1,1,0,0
7485,christmas tunes started,0,3,0,0,0
7486,house addictive depressing,0,1,1,1,0
7487,want love want revenge could write bad romance want love lovers revenge could write bad romance,0,3,0,0,0
7488,watching men cartoons home think could rest life,0,1,1,1,0
7489,om peopleofwalmartcom,2,1,0,0,0
7490,propane brain ugh one days remember write topic intellectuals colonial eras ugh,0,1,0,2,1
7491,really want watch gladiator right,0,2,0,1,0
7492,yes lipsynch howto gospel choir zulu,0,1,0,2,1
7493,president obama fighting wars two countries arrive norway thursday accept nobel peace prize amusing headline,0,2,0,1,0
7494,come bach magnificent noon tomorrow hertz hall,0,0,0,3,1
7495,mister squiggles lightbrown version hamsters unsafe levels antimony,0,3,0,0,0
7496,please choose one options write essay offer argument brilliant insightful wellsupported political analysts around globe left astonished humbled shaken stirred 3 propane best prompt ever,0,2,1,0,0
7497,way go young people contribution society unfriend added old,0,3,0,0,0
7498,history must concede exceptional position self infatuated man happened right entertaining things find researching,0,3,0,0,0
7499,fail instead writing bspaceedu wrote facebookcom,0,2,1,0,0
7500,wish overtime camera circled around chair month went see new moon understand,0,3,0,0,0
7501,want go back berkeley well except friendlies 3,0,2,0,1,0
7502,teach american 2010 corps member southern louisiana secondary biology,0,2,0,1,0
7503,grandma fight yesterday whether owner restaurant sounded like blanche rose golden girls good times 3,0,3,0,0,0
7504,propane,1,1,1,0,0
7505,sending christmas cards year please take extra one send address recovering american soldier co walter reed army medical center 6900 georgia avenue washington 20307 pass think many cards wonderful wounded military get pass friends copy paste wall,0,2,0,1,0
7506,jury duty ugh,0,0,0,3,1
7507,new years resolutions 1 become kim possible 2 get pony,0,3,0,0,0
7508,fun fact foremost creationist advocate got pod bio chem yorktown,0,3,0,0,0
7509,big bear friday call need,0,0,1,2,1
7510,cool fact propane 34 bow getting married 22 yr old argentinian model exuse moi propane happen 22 look far,0,1,2,0,0
7511,today new day promptly ate 2 sees candies,0,3,0,0,0
7512,insecureorama,1,0,1,1,0
7513,hello name propane human cyborg relations 3 fam actually watching film last night classic,0,1,0,2,1
7514,teaching ap bio 4 years education majors knowledge 2 days booth,0,3,0,0,0
7515,made mochi red bean,0,3,0,0,0
7516,kidding book darcy vampire really okay convinced im reading,0,3,0,0,0
7517,royal highness fluff stuff perfect name pony,0,3,0,0,0
7518,obama got nobel peace prize day bombed moon interesting,0,2,0,1,0
7519,go bears,0,2,1,0,0
7520,anyone interested seeing propane nova theatre feb,0,0,0,3,1
7521,yesssss josh groan solo new world recording,0,2,0,1,0
7522,whenever pig butchered europe always drinks snacks propane,0,2,1,0,0
7523,really really really want star fleet officer since 5 still,0,1,0,2,1
7524,completly redone monopoly games utter potential failure far internet echo chambers biggest criticism focuses new versions tight security seems comes monopoly half fun comes cheating stealing till nobodys looking loophole new version closes fancy electronic banking,0,3,0,0,0
7525,3 german forerunner,0,3,0,0,0
7526,honestly dont know propane,0,2,1,0,0
7527,passed praise exams flying colors thank propnames notes recognition excellence put 712 3,0,0,0,3,1
7528,berkeley hit hang,0,0,1,2,1
7529,yes listening backstreet boys new ad cooking fudge soon ill get cat,0,2,0,1,0
7530,got doggie name,0,0,0,3,1
7531,prefers swimming lake tahoe staring computer desktop,0,2,1,0,0
7532,wishes could give dog huge hug right dog lovers read art racing rain,0,1,0,2,1
7533,hey friends anyone leave fake extremely real looking gun car,0,1,0,2,1
7534,speechless flowers sitting desk cant stop smiling honestly dont know got lucky,0,1,0,2,1
7535,tahoe time,0,1,1,1,0
7536,studio listening amazing musicians record amazing film score proud genius composer boyfriend,0,0,0,3,1
7537,crush birthday boy,0,1,0,2,1
7538,maui happy warm thankful,0,0,2,1,0
7539,longest day ever full day hawaii red eye flight la followed 15 hours rehearsal sendoff time sleep,0,1,0,2,1
7540,drinking tea emergency like nobodys business refuse sick longer,0,0,0,3,1
7541,tonight nba 8 sendoff freakin excited,0,0,0,3,1
7542,wow blown away supportive everyone thank episode tonight 8,0,1,1,1,0
7543,back la back work back 75 degrees sunny yet missing singledigit temperatures chicago,0,0,0,3,1
7544,little bit posthaircut breakout short ah,0,2,0,1,0
7545,woke chicago happy healthy wonderful new year everyone,0,1,0,2,1
7546,family la let restaurant adventures begin,0,0,0,3,1
7547,made amazing pineapple curry jaime rice jealous,0,2,0,1,0
7548,viral social experiment read even dont speak often please post comment memory anything want good bad silly sad finished post paragraph status youll surprise,0,3,0,0,0
7549,misses baby soooooooo much,0,1,0,2,1
7550,attention jersey peoplemontgomery county animal shelter closing tomorrow adopt free tomorrow 124 euthanizing animals without home go save life 30 cats 80 dogs left please report,0,3,0,0,0
7551,thanksgiving place eat 500pm would love,0,0,0,3,1
7552,way 60 degrees rainy yay,0,2,1,0,0
7553,nude,0,2,1,0,0
7554,thinking adopting pet chihuahua arrive manhattan aspect wednesday jan 127pm chichi perfect city dog loyal extremely loving highly intelligent tough new york personality amazing,0,2,0,1,0
7555,cool kids facebook 1230 saturday night,0,2,0,1,0
7556,gave propane big piece chicken pasta totally forgetting loaded cayenne pepper shes still water bowl good lord gas come im sleeping im sorry baby,0,1,0,2,1
7557,floriderrr night july,0,0,0,3,1
7558,65 degrees 87 percent humidity warm enough go tonight shorts,0,2,0,1,0
7559,really fucking tired dad telling nothing plan important,0,1,0,2,1
7560,hoping meditative aka repetitive work pick clear head today,0,2,0,1,0
7561,transformers best trash ive seen long time,0,3,0,0,0
7562,drowning misery alcohol civ 4 raging barbarians large map,0,1,1,1,0
7563,anyone needs help math class friend propane experienced tutor feel free contact taking math classes fuck math,0,1,0,2,1
7564,official id rather watched 6 depressing foreign language films boring hour long piece crap called adventureland,0,3,0,0,0
7565,man im gonna end finishing portfolio website break,0,2,1,0,0
7566,seems ill back ny jan 6 7,0,0,0,3,1
7567,functioning protowebsite 3 hours less hadnt forgotten everything ass wordless yay,0,1,0,2,1
7568,person got tearyeyed propnames emotional speech,0,1,1,1,0
7569,anyone else catching disastrous wordspacing screenshot books cant book types way print,0,3,0,0,0
7570,yaaaaaaaaaaay saints new york im pulling,0,1,0,2,1
7571,seriously dont know male dominated apple pad whole different connotation us ladies,0,2,0,1,0
7572,seems apple instead creating tablet mac created big iphone one seem improve drastically,0,3,0,0,0
7573,im happy saints time sober look forward olympics,0,2,0,1,0
7574,realized valentines daychinese new year sunday saturdayoops,0,3,0,0,0
7575,ive lived place know faces one different always mean harm time face theyll never allow change,0,2,1,0,0
7576,see wake gift think could real,0,1,1,1,0
7577,incredible nightfrom ur looking tuesday night herbs,0,0,0,3,1
7578,never enough time everything always enough time important thing,0,3,0,0,0
7579,definitely maybe,0,3,0,0,0
7580,wants curl watch movies night,0,2,0,1,0
7581,wondering ive got strength get one,0,2,1,0,0
7582,help remember propane,0,2,1,0,0
7583,got job yesssssss,0,0,0,3,1
7584,crawling bed sleeping 500000000000 years 3 vegas,0,1,0,2,1
7585,,1,2,0,0,0
7586,cos stars fading away try worry youll see day,0,3,0,0,0
7587,thinking downtown visit halloween might necessary,0,2,0,1,0
7588,ata mother chen banal,3,0,0,0,0
7589,god forsaken right loved 3 3 3 ad,0,2,0,1,0
7590,cooking storm 3,0,3,0,0,0
7591,mission go back home world cup anyone know make mission haha south africa come 3 3,0,1,0,2,1
7592,bit nails whole game wins win though,0,2,0,1,0
7593,true life two young people believe love achieved multiple partnership,0,3,0,0,0
7594,pin 24797c05,0,0,0,3,1
7595,work tomorrow finallytime great night morning sleeping,0,1,0,2,1
7596,pin 24797c05,1,0,0,2,1
7597,intention go damn schoolboy need write whole essay telling,0,2,0,1,0
7598,thank much day love im lucky girl come derby tonight celebrate call text questions 3 3,0,1,0,2,1
7599,poor chargers,0,3,0,0,0
7600,see wake gift think could real,0,3,0,0,0
7601,wow im happy camper think visit order nowkatie comments haha 3 3,0,2,0,1,0
7602,funny tornados exist orange county dont,0,1,0,2,1
7603,made back olympic school like,0,1,0,2,1
7604,going work today laker game watch important priorities priorities,0,0,0,3,1
7605,define urban dictionary wonderful person world kind sweet loving caring gentle perfect every way one love life crazy hot girl beautiful smart funny propane possesses attributes absent 999 women truly lucky find plus rocks wonderful drug world better know mortal taking pill may cause sense euphoria well hahaha,0,2,0,1,0
7606,distance test see far love travel,0,3,0,0,0
7607,3 days santa barbara gonna phenomenal weekend,0,2,0,1,0
7608,learned successful shortly dont jealous get give,0,3,0,0,0
7609,beautiful ceremony beautiful person missed loved forever never forgotten rest peacefully 3,0,1,0,2,1
7610,happy brother join princeton tomorrow,0,0,0,3,1
7611,got cool japanese headband,0,2,0,1,0
7612,every man island,0,3,0,0,0
7613,got haircut,0,1,0,2,1
7614,link,1,0,2,0,0
7615,cut hair objections,0,1,0,2,1
7616,ord interview columbia 2427 feb,0,0,1,2,1
7617,gold medal taekwondo,0,1,0,2,1
7618,stop spilling liquids,0,2,0,1,0
7619,loves correlation coefficients,0,2,1,0,0
7620,going home,0,0,0,3,1
7621,first interview harvard january 2124,0,0,0,3,1
7622,addicted tap tap revenge ipod thinks could make great experimental paradigm studying motor learning,0,2,1,0,0
7623,home,0,0,0,3,1
7624,870900 math gre,3,0,0,0,0
7625,merry christmas,0,3,0,0,0
7626,slept 11pm christmas miracle,0,3,0,0,0
7627,found magic water makes incredible coffee,0,3,0,0,0
7628,great friends,0,3,0,0,0
7629,sick data,0,3,0,0,0
7630,back,0,1,2,0,0
7631,back propane 73 feels like home,0,2,0,1,0
7632,coming back,0,1,1,1,0
7633,ith interview caltech california come,0,0,0,3,1
7634,rumors true harvard awesome,0,2,0,1,0
7635,interview carnegie mellon 1113 feb,0,0,0,3,1
7636,boston,0,0,0,3,1
7637,needs paper filters,0,2,0,1,0
7638,happy propane coming princeton,0,1,0,2,1
7639,mad,0,2,1,0,0
7640,sick plains trains,0,2,0,1,0
7641,haha bad dont know schedule lets try work till 615 something fiance,0,1,0,2,1
7642,work till seven something fiance,0,0,0,3,1
7643,work till 7 looking forward spending time love life tonight maybe even sharing delicious meal new volcano nachos taco bell haha,0,0,0,3,1
7644,making attempt brief cases waiting propane get work talk think im actually going like law school wish love could miss,0,0,0,3,1
7645,little reading chatting love sleep,0,2,0,1,0
7646,finishing packing heading richmond,0,0,0,3,1
7647,two days home richmond tuesday time go,0,0,0,3,1
7648,great day working piddly stuff shower waiting talk propane,0,1,0,2,1
7649,thinks wild time still misses propane like crazy two go work gonna leave school ahah,0,0,0,3,1
7650,hunting license 18 case shells 21 getting hunt opening day dove season love priceless awesome weekend miss darlin already school work time,0,0,0,3,1
7651,surprise mama daddy coming bringing things good thing got early managed productive morning getting ready spending afternoon getting partially moved apartment,0,0,0,3,1
7652,briefing cases property im waiting propane get,0,1,0,2,1
7653,work 127,0,0,1,2,1
7654,long day classeslibrary time propane coming see tomorrow everything good,0,0,0,3,1
7655,watching valkyrie sleep glad derrick tonight,0,2,0,1,0
7656,waiting darlin get,0,2,1,0,0
7657,love coast demand exercise videos discovered hip hop dancing machine alone right living room haha embarrassing,0,2,0,1,0
7658,couldnt focus propane really annoyingly antsy decided take walk feel much better shower memorizing time,0,1,0,2,1
7659,great weekend home im hitting books sleep,0,1,0,2,1
7660,working memo yuck,0,1,0,2,1
7661,civ pro property torts three fun new friends,0,2,0,1,0
7662,twiddling thumbs waiting law library open embarrassing,0,1,1,1,0
7663,reading property loving every minute,0,3,0,0,0
7664,curled couch watching movies propane,0,0,0,3,1
7665,civ pro monday home weekend,0,0,0,3,1
7666,finished memo sleep time heading home tomorrow propnames wedding weekend,0,0,0,3,1
7667,ready go home fall break thursday,0,0,0,3,1
7668,oh boy weekend filled fun law school assignments,0,1,0,2,1
7669,exciting going home tomorrow weekend,0,0,0,3,1
7670,finally got apartment must focus focus focus next two days spend rest week propnamegetting apartment straight great something look forward making easier get motivated,0,0,0,3,1
7671,clean apartment clean puppy dog showering fixing spaghetti lunch week,0,1,0,2,1
7672,excited going home today fall break,0,0,0,3,1
7673,propane miss propane,0,1,2,0,0
7674,oh happy day nice school knowing propane propane get home makes everything nicer,0,0,0,3,1
7675,wishing sister propane happy birthday,0,0,0,3,1
7676,coffee memowritingediting greysprivate practice,0,1,1,1,0
7677,putting together breakfast casserole bake breakfast morning waiting propane get,0,0,0,3,1
7678,outlining property day propnames coming see tonight thats great motivation get work done cant wait see,0,0,0,3,1
7679,lots happy standard 900600300 mins class monday law school apartment totally unpacked propane coming visit,0,0,0,3,1
7680,like everyone else poor propane sick wish take care,0,0,0,3,1
7681,cut propane trying give little trim im taking worse poor baby propane going grab us bite eat im trapping apartment cuz hes allowed leave tomorrow,0,0,0,3,1
7682,propnames gone home studying next two days scary property midterm thursday worse going dentistthen dentist appointment right afterward basically im something dont usually sulking feeling really sorry home thursday examdentist app,0,0,0,3,1
7683,sleepy girl curling bed miss gigi read book chatting love sleeping long want love friday classes,0,1,0,2,1
7684,hot chocolate make feel better,0,2,1,0,0
7685,go ahead cook chili propane made sound good homework crossing fingers mcdonnell rolling cuccinelli,0,0,0,3,1
7686,taking propane walk attempting write memo,0,0,0,3,1
7687,ahah beautiful propane many true yet politically incorrect things say instead keep,0,1,2,0,0
7688,propane broke collar took broad street right outside minor panic attack,0,0,0,3,1
7689,today one dont like law school days solution pretending im law school rest day time,0,1,0,2,1
7690,went doc hand bad case hayfever benedryl rest,0,0,0,3,1
7691,better stop wining pining get dreams line shine design refine come true better get living propane,0,3,0,0,0
7692,take one thought industry fathers acquired much order spare others whose fathers exercised equal industry skill violate arbitrarily first principle association guarantee every one free exercise industry fruits acquired itpropname,0,3,0,0,0
7693,cant breathe either one noses sister used call,0,1,0,2,1
7694,well first class cancelled professor thinks whole family come hand im trying productive anyway,0,0,0,3,1
7695,class back apt pack picking necessities bass pro dentist home weekend,0,0,0,3,1
7696,also happy hard birthday mama,0,2,0,1,0
7697,oh gee willikersi like writing memos,0,2,0,1,0
7698,everyone friend list highly upset monday know get 96 class homework monday week nearly plus home thursday fall break going great week feel,0,0,0,3,1
7699,astoundingly productive today chipping away lot better method sitting around trying figure tackle whole mountain,0,1,0,2,1
7700,life way short way good stress worry,0,3,0,0,0
7701,memo going get something done hair cleaning apartment going propane little early birthday celebration,0,0,0,3,1
7702,driving school morning belting baby loves way coffee mug realized 500th time week much love life cant wait go home tomorrow spend lots time week propane family,0,0,0,3,1
7703,span unbelievable house zoo morning rep dinged unfair kindergarten teacher unruly class,0,1,0,2,1
7704,tuesday home property class happy birthday meme myrtle grandma 80 years old today shes best im lucky shes grandma,0,0,0,3,1
7705,cleaning apartment,0,1,0,2,1
7706,propane propnames wedding went great im happy wish card earlier could taken pics richmond back real world missing darlin,0,0,0,3,1
7707,oh cleaning reading school thinking much cant wait go home thursday lots time one hunting fun good people go along wait,0,0,0,3,1
7708,enough memo today almost done reading good book sleep cant wait home tuesday going great week,0,1,0,2,1
7709,coffee christmas cookies civil procedure christmas movies,0,2,0,1,0
7710,back richmond great thanksgiving break missing darlin already cant wait get next 3 weeks first semester law school behind,0,0,0,3,1
7711,good home planning get things accomplished today going see love gets work,0,0,0,3,1
7712,back richmond reading classes tomorrow getting ready week cant believe 2 full weeks classes left semester,0,0,0,3,1
7713,oh future interests defeat professor berryhill admit god please mercy poor ignorant al soul,0,0,1,2,1
7714,wondering attention span pitiful must pay attention,0,2,1,0,0
7715,great week darlin gone way fast hunting daddy till propane gets 500,0,0,0,3,1
7716,civ pro outlining watching pelican brief think watching movie movie law law student definitely qualifies studying book,0,2,0,1,0
7717,final 2 week stretch,0,1,1,1,0
7718,snowing richmond,0,1,0,2,1
7719,really final tomorrow think thats finally starting set,0,1,0,2,1
7720,studying tortsmissing propane,0,1,1,1,0
7721,property midterm life good packing dentists app home,1,0,0,2,1
7722,propane successfully added new trick list playing dead excited cant wait show propane gets 3,0,1,0,2,1
7723,fried taters supper,0,3,0,0,0
